Date,XHB
2023-11-30,81.80108642578125
2023-12-31,94.5226821899414
2024-01-31,92.6847915649414
2024-02-29,101.84457397460938
2024-03-31,110.43965911865234
2024-04-30,101.55223083496094
2024-05-31,104.2145004272461
2024-06-30,100.18112182617188
2024-07-31,117.13895416259766
2024-08-31,116.34607696533203
2024-09-30,123.57970428466797
2024-10-31,113.31116485595703
2024-11-30,121.9228515625
2024-12-31,103.85297393798828
2025-01-31,107.72882843017578
2025-02-28,100.7622299194336
2025-03-31,96.61042785644531
2025-04-30,94.4169921875
2025-05-31,93.97831726074219
2025-06-30,98.43220520019531
2025-07-31,101.76753997802734
2025-08-31,113.84062957763672
2025-09-30,110.80000305175781
2025-10-31,105.26000213623047
