DATE,VALUE
1945-01-16,48.95
1945-01-17,49.69
1945-01-18,49.01
1945-01-19,48.22
1945-01-20,47.70
1945-01-22,47.66
1945-01-23,47.06
1945-01-24,47.15
1945-01-25,47.47
1945-01-26,48.09
1945-01-27,48.17
1945-01-29,48.07
1945-01-30,47.17
1945-01-31,47.03
1945-02-01,47.45
1945-02-02,48.39
1945-02-03,48.72
1945-02-05,48.89
1945-02-06,49.61
1945-02-07,49.96
1945-02-08,49.85
1945-02-09,49.35
1945-02-10,49.38
1945-02-13,50.32
1945-02-14,50.49
1945-02-15,51.22
1945-02-16,51.22
1945-02-17,51.31
1945-02-19,51.94
1945-02-20,52.07
1945-02-21,51.95
1945-02-23,51.49
1945-02-24,51.25
1945-02-26,50.90
1945-02-27,51.22
1945-02-28,51.56
1945-03-01,52.51
1945-03-02,52.03
1945-03-03,52.10
1945-03-05,52.25
1945-03-06,52.51
1945-03-07,52.09
1945-03-08,50.96
1945-03-09,49.86
1945-03-10,50.31
1945-03-12,50.70
1945-03-13,50.83
1945-03-14,51.41
1945-03-15,52.54
1945-03-16,52.75
1945-03-17,52.90
1945-03-19,52.50
1945-03-20,51.74
1945-03-21,51.38
1945-03-22,51.66
1945-03-23,51.74
1945-03-24,51.00
1945-03-26,49.72
1945-03-27,50.03
1945-03-28,50.40
1945-03-29,50.56
1945-03-31,50.71
1945-04-02,51.27
1945-04-03,51.31
1945-04-04,51.24
1945-04-05,50.64
1945-04-06,51.06
1945-04-07,51.35
1945-04-09,51.19
1945-04-10,52.08
1945-04-11,52.91
1945-04-12,52.74
1945-04-13,53.19
1945-04-16,54.22
1945-04-17,54.54
1945-04-18,55.62
1945-04-19,54.86
1945-04-20,54.96
1945-04-21,55.19
1945-04-23,56.05
1945-04-24,56.55
1945-04-25,56.56
1945-04-26,56.39
1945-04-27,57.01
1945-04-28,57.19
1945-04-30,57.08
1945-05-01,56.31
1945-05-02,56.24
1945-05-03,56.72
1945-05-04,56.82
1945-05-05,56.76
1945-05-07,56.31
1945-05-08,56.42
1945-05-09,55.51
1945-05-10,54.70
1945-05-11,55.18
1945-05-12,55.84
1945-05-14,55.67
1945-05-15,55.85
1945-05-16,56.18
1945-05-17,56.12
1945-05-18,56.05
1945-05-19,56.24
1945-05-21,55.95
1945-05-22,55.74
1945-05-23,55.49
1945-05-24,55.97
1945-05-25,57.02
1945-05-26,57.49
1945-05-28,58.29
1945-05-29,58.53
1945-05-31,57.90
1945-06-01,58.89
1945-06-02,58.90
1945-06-04,58.50
1945-06-05,58.48
1945-06-06,58.33
1945-06-07,58.89
1945-06-08,59.46
1945-06-09,59.48
1945-06-11,58.74
1945-06-12,58.95
1945-06-13,59.17
1945-06-14,59.87
1945-06-15,60.60
1945-06-16,61.14
1945-06-18,61.72
1945-06-19,61.41
1945-06-20,62.10
1945-06-21,62.84
1945-06-22,62.36
1945-06-23,62.29
1945-06-25,63.06
1945-06-26,63.06
1945-06-27,62.87
1945-06-28,60.56
1945-06-29,60.18
1945-06-30,60.62
1945-07-02,60.73
1945-07-03,60.69
1945-07-05,59.23
1945-07-06,59.71
1945-07-09,60.52
1945-07-10,60.86
1945-07-11,60.33
1945-07-12,60.80
1945-07-13,60.40
1945-07-16,59.71
1945-07-17,57.63
1945-07-18,57.60
1945-07-19,57.72
1945-07-20,57.63
1945-07-23,56.99
1945-07-24,56.95
1945-07-25,57.64
1945-07-26,55.71
1945-07-27,56.35
1945-07-30,57.12
1945-07-31,57.12
1945-08-01,57.22
1945-08-02,56.89
1945-08-03,57.41
1945-08-06,57.36
1945-08-07,56.29
1945-08-08,56.46
1945-08-09,57.80
1945-08-10,56.24
1945-08-13,54.66
1945-08-14,54.53
1945-08-17,53.05
1945-08-20,51.48
1945-08-21,52.18
1945-08-22,52.79
1945-08-23,54.06
1945-08-24,54.61
1945-08-27,55.36
1945-08-28,55.08
1945-08-29,54.72
1945-08-30,54.99
1945-08-31,55.28
1945-09-04,55.20
1945-09-05,54.90
1945-09-06,55.80
1945-09-07,55.46
1945-09-08,55.22
1945-09-10,55.86
1945-09-11,56.16
1945-09-12,56.41
1945-09-13,57.27
1945-09-14,57.17
1945-09-15,56.02
1945-09-17,55.82
1945-09-18,56.84
1945-09-19,57.51
1945-09-20,58.26
1945-09-21,58.16
1945-09-22,58.27
1945-09-24,58.53
1945-09-25,59.09
1945-09-26,58.92
1945-09-27,58.69
1945-09-28,58.98
1945-09-29,59.06
1945-10-01,59.49
1945-10-02,59.22
1945-10-03,58.85
1945-10-04,58.98
1945-10-05,59.08
1945-10-06,59.31
1945-10-08,59.39
1945-10-09,59.88
1945-10-10,60.07
1945-10-11,60.17
1945-10-15,60.10
1945-10-16,59.89
1945-10-17,60.10
1945-10-18,60.40
1945-10-19,59.64
1945-10-20,59.79
1945-10-22,60.24
1945-10-23,59.56
1945-10-24,59.19
1945-10-25,59.32
1945-10-26,59.76
1945-10-29,58.94
1945-10-30,59.22
1945-10-31,60.12
1945-11-01,61.07
1945-11-02,61.36
1945-11-03,62.26
1945-11-05,63.15
1945-11-07,63.25
1945-11-08,62.46
1945-11-09,62.45
1945-11-10,62.42
1945-11-13,61.84
1945-11-14,62.00
1945-11-15,63.70
1945-11-16,64.06
1945-11-17,63.97
1945-11-19,63.79
1945-11-20,64.66
1945-11-21,63.69
1945-11-23,63.03
1945-11-24,62.65
1945-11-26,63.72
1945-11-27,64.26
1945-11-28,63.43
1945-11-29,63.19
1945-11-30,63.90
1945-12-01,64.23
1945-12-03,64.41
1945-12-04,64.79
1945-12-05,64.47
1945-12-06,64.22
1945-12-07,64.74
1945-12-08,64.89
1945-12-10,64.37
1945-12-11,64.09
1945-12-12,63.25
1945-12-13,63.39
1945-12-14,64.15
1945-12-15,64.49
1945-12-17,62.61
1945-12-18,63.24
1945-12-19,63.23
1945-12-20,62.91
1945-12-21,62.66
1945-12-22,63.19
1945-12-26,63.47
1945-12-27,62.66
1945-12-28,62.91
1945-12-29,62.90
1945-12-31,62.80
1946-01-02,62.46
1946-01-03,62.16
1946-01-04,62.59
1946-01-05,62.81
1946-01-07,63.12
1946-01-08,64.45
1946-01-09,64.73
1946-01-10,64.75
1946-01-11,65.03
1946-01-12,64.88
1946-01-14,66.14
1946-01-15,66.44
1946-01-16,67.14
1946-01-17,66.69
1946-01-18,66.65
1946-01-19,66.28
1946-01-21,65.48
1946-01-22,66.24
1946-01-23,66.97
1946-01-24,66.46
1946-01-25,66.30
1946-01-26,66.41
1946-01-28,67.83
1946-01-29,67.89
1946-01-30,67.55
1946-01-31,67.62
1946-02-01,67.85
1946-02-02,68.18
1946-02-04,67.59
1946-02-05,68.23
1946-02-06,67.44
1946-02-07,67.54
1946-02-08,66.93
1946-02-09,66.20
1946-02-11,65.11
1946-02-13,64.81
1946-02-14,65.11
1946-02-15,66.35
1946-02-16,66.95
1946-02-18,65.37
1946-02-19,62.86
1946-02-20,61.86
1946-02-21,63.34
1946-02-25,61.02
1946-02-26,60.53
1946-02-27,62.04
1946-02-28,62.23
1946-03-01,62.22
1946-03-02,61.86
1946-03-04,61.91
1946-03-05,62.23
1946-03-06,62.21
1946-03-07,62.60
1946-03-08,62.63
1946-03-09,62.57
1946-03-11,61.81
1946-03-12,62.26
1946-03-13,61.39
1946-03-14,61.44
1946-03-15,62.19
1946-03-16,62.80
1946-03-18,63.13
1946-03-19,62.57
1946-03-20,63.30
1946-03-21,63.34
1946-03-22,63.23
1946-03-23,63.49
1946-03-25,64.73
1946-03-26,64.58
1946-03-27,64.04
1946-03-28,64.10
1946-03-29,64.32
1946-03-30,64.26
1946-04-01,64.30
1946-04-02,64.00
1946-04-03,65.15
1946-04-04,65.30
1946-04-05,64.57
1946-04-06,64.32
1946-04-08,63.74
1946-04-09,64.27
1946-04-10,64.19
1946-04-11,64.06
1946-04-12,63.63
1946-04-13,63.43
1946-04-15,63.58
1946-04-16,64.37
1946-04-17,64.86
1946-04-18,65.26
1946-04-20,65.37
1946-04-22,65.04
1946-04-23,64.87
1946-04-24,63.79
1946-04-25,63.49
1946-04-26,63.77
1946-04-27,63.94
1946-04-29,64.04
1946-04-30,64.17
1946-05-01,64.75
1946-05-02,64.20
1946-05-03,63.39
1946-05-04,63.15
1946-05-06,63.06
1946-05-07,63.96
1946-05-08,63.57
1946-05-09,63.25
1946-05-10,64.41
1946-05-11,64.37
1946-05-13,64.04
1946-05-14,63.85
1946-05-15,63.78
1946-05-16,63.96
1946-05-17,63.60
1946-05-18,63.52
1946-05-20,64.36
1946-05-21,64.98
1946-05-22,66.14
1946-05-23,66.09
1946-05-24,66.39
1946-05-27,66.65
1946-05-28,68.06
1946-05-29,67.87
1946-05-31,67.87
1946-06-03,66.92
1946-06-04,66.72
1946-06-05,66.15
1946-06-06,66.18
1946-06-07,66.14
1946-06-10,66.86
1946-06-11,66.54
1946-06-12,67.10
1946-06-13,68.31
1946-06-14,68.02
1946-06-17,68.22
1946-06-18,67.44
1946-06-19,67.51
1946-06-20,66.05
1946-06-21,66.50
1946-06-24,66.33
1946-06-25,65.18
1946-06-26,64.93
1946-06-27,65.88
1946-06-28,65.81
1946-07-01,65.78
1946-07-02,65.36
1946-07-03,65.37
1946-07-05,65.24
1946-07-08,65.05
1946-07-09,64.81
1946-07-10,64.72
1946-07-11,64.59
1946-07-12,63.87
1946-07-15,63.04
1946-07-16,62.78
1946-07-17,62.95
1946-07-18,63.19
1946-07-19,62.98
1946-07-22,62.78
1946-07-23,60.41
1946-07-24,60.65
1946-07-25,60.95
1946-07-26,61.17
1946-07-29,61.40
1946-07-30,61.85
1946-07-31,61.86
1946-08-01,62.30
1946-08-02,62.63
1946-08-05,62.53
1946-08-06,62.31
1946-08-07,62.57
1946-08-08,62.74
1946-08-09,62.68
1946-08-12,62.63
1946-08-13,62.87
1946-08-14,63.12
1946-08-15,62.35
1946-08-16,62.33
1946-08-19,62.26
1946-08-20,62.39
1946-08-21,62.16
1946-08-22,61.22
1946-08-23,61.35
1946-08-26,60.84
1946-08-27,58.04
1946-08-28,57.59
1946-08-29,57.77
1946-08-30,57.29
1946-09-03,52.61
1946-09-04,52.44
1946-09-05,53.79
1946-09-06,53.17
1946-09-09,50.45
1946-09-10,48.59
1946-09-11,50.36
1946-09-12,50.36
1946-09-13,51.03
1946-09-16,51.18
1946-09-17,50.63
1946-09-18,48.39
1946-09-19,46.11
1946-09-20,46.95
1946-09-23,45.69
1946-09-24,47.14
1946-09-25,48.00
1946-09-26,48.68
1946-09-27,48.42
1946-09-30,47.72
1946-10-01,47.46
1946-10-02,47.85
1946-10-03,47.70
1946-10-04,47.10
1946-10-05,46.79
1946-10-07,46.65
1946-10-08,46.32
1946-10-09,44.69
1946-10-10,45.69
1946-10-11,46.55
1946-10-14,46.86
1946-10-15,49.00
1946-10-16,48.64
1946-10-17,47.59
1946-10-18,47.55
1946-10-19,47.50
1946-10-21,47.68
1946-10-22,47.68
1946-10-23,47.05
1946-10-24,47.93
1946-10-25,47.80
1946-10-26,47.80
1946-10-28,47.09
1946-10-29,46.52
1946-10-30,46.64
1946-10-31,49.06
1946-11-01,50.63
1946-11-02,51.22
1946-11-04,51.10
1946-11-06,48.62
1946-11-07,49.49
1946-11-08,50.18
1946-11-09,50.73
1946-11-12,50.12
1946-11-13,49.68
1946-11-14,50.08
1946-11-15,49.64
1946-11-16,49.54
1946-11-18,48.50
1946-11-19,48.16
1946-11-20,47.95
1946-11-21,46.96
1946-11-22,47.08
1946-11-23,48.19
1946-11-25,47.89
1946-11-26,48.51
1946-11-27,48.90
1946-11-29,49.68
1946-11-30,49.58
1946-12-02,48.53
1946-12-03,48.72
1946-12-04,49.42
1946-12-05,48.92
1946-12-06,49.22
1946-12-07,50.85
1946-12-09,52.67
1946-12-10,52.37
1946-12-11,52.27
1946-12-12,51.46
1946-12-13,51.54
1946-12-14,51.99
1946-12-16,51.88
1946-12-17,51.62
1946-12-18,51.84
1946-12-19,52.47
1946-12-20,52.51
1946-12-21,52.40
1946-12-23,51.84
1946-12-24,51.69
1946-12-26,50.93
1946-12-27,51.02
1946-12-28,51.17
1946-12-30,51.07
1946-12-31,51.13
1947-01-02,51.18
1947-01-03,50.84
1947-01-04,50.87
1947-01-06,51.33
1947-01-07,50.57
1947-01-08,50.46
1947-01-09,50.48
1947-01-10,49.58
1947-01-11,48.59
1947-01-13,47.77
1947-01-14,48.00
1947-01-15,47.53
1947-01-16,48.14
1947-01-17,48.70
1947-01-18,49.07
1947-01-20,48.76
1947-01-21,48.31
1947-01-22,48.51
1947-01-23,49.16
1947-01-24,49.39
1947-01-25,49.22
1947-01-27,49.46
1947-01-28,50.30
1947-01-29,50.86
1947-01-30,50.60
1947-01-31,50.88
1947-02-01,51.67
1947-02-03,52.06
1947-02-04,51.80
1947-02-05,51.72
1947-02-06,52.16
1947-02-07,53.34
1947-02-08,53.42
1947-02-10,52.55
1947-02-11,52.67
1947-02-13,52.08
1947-02-14,51.88
1947-02-15,51.86
1947-02-17,51.66
1947-02-18,51.44
1947-02-19,51.01
1947-02-20,51.30
1947-02-21,51.64
1947-02-24,51.42
1947-02-25,51.10
1947-02-26,50.30
1947-02-27,50.77
1947-02-28,50.39
1947-03-01,50.54
1947-03-03,50.28
1947-03-04,50.41
1947-03-05,51.00
1947-03-06,51.50
1947-03-07,49.77
1947-03-08,49.32
1947-03-10,48.90
1947-03-11,48.41
1947-03-12,48.88
1947-03-13,48.82
1947-03-14,48.17
1947-03-15,48.01
1947-03-17,48.25
1947-03-18,48.70
1947-03-19,48.83
1947-03-20,48.42
1947-03-21,48.87
1947-03-22,49.00
1947-03-24,48.55
1947-03-25,48.28
1947-03-26,48.70
1947-03-27,49.24
1947-03-28,49.24
1947-03-29,49.15
1947-03-31,48.64
1947-04-01,48.66
1947-04-02,48.75
1947-04-03,48.44
1947-04-05,48.39
1947-04-07,47.90
1947-04-08,47.25
1947-04-09,47.12
1947-04-10,47.27
1947-04-11,46.72
1947-04-12,46.14
1947-04-14,44.45
1947-04-15,44.24
1947-04-16,44.72
1947-04-17,44.54
1947-04-18,43.84
1947-04-19,44.32
1947-04-21,44.71
1947-04-22,45.26
1947-04-23,45.26
1947-04-24,45.09
1947-04-25,44.84
1947-04-26,44.68
1947-04-28,44.56
1947-04-29,44.69
1947-04-30,45.22
1947-05-01,45.52
1947-05-02,45.52
1947-05-03,45.69
1947-05-05,45.66
1947-05-06,45.27
1947-05-07,45.11
1947-05-08,44.73
1947-05-09,44.64
1947-05-10,44.77
1947-05-12,44.32
1947-05-13,43.16
1947-05-14,43.07
1947-05-15,43.24
1947-05-16,42.18
1947-05-17,41.20
1947-05-19,41.16
1947-05-20,41.46
1947-05-21,42.17
1947-05-22,42.67
1947-05-23,42.87
1947-05-24,42.85
1947-05-26,42.33
1947-05-27,42.46
1947-05-28,43.64
1947-05-29,44.24
1947-06-02,43.55
1947-06-03,43.90
1947-06-04,43.57
1947-06-05,43.55
1947-06-06,43.72
1947-06-09,43.25
1947-06-10,43.42
1947-06-11,44.71
1947-06-12,44.81
1947-06-13,45.41
1947-06-16,45.20
1947-06-17,45.02
1947-06-18,45.29
1947-06-19,45.43
1947-06-20,45.82
1947-06-23,46.42
1947-06-24,45.55
1947-06-25,45.66
1947-06-26,45.98
1947-06-27,46.02
1947-06-30,45.88
1947-07-01,46.99
1947-07-02,47.44
1947-07-03,48.06
1947-07-07,48.25
1947-07-08,48.57
1947-07-09,47.92
1947-07-10,48.45
1947-07-11,49.21
1947-07-14,49.83
1947-07-15,49.80
1947-07-16,49.69
1947-07-17,49.26
1947-07-18,49.33
1947-07-21,50.24
1947-07-22,50.37
1947-07-23,50.83
1947-07-24,51.63
1947-07-25,51.52
1947-07-28,50.72
1947-07-29,49.53
1947-07-30,49.04
1947-07-31,49.96
1947-08-01,49.83
1947-08-04,49.15
1947-08-05,49.15
1947-08-06,48.82
1947-08-07,49.13
1947-08-08,48.21
1947-08-11,47.91
1947-08-12,48.32
1947-08-13,48.30
1947-08-14,48.79
1947-08-15,49.41
1947-08-18,49.30
1947-08-19,49.15
1947-08-20,48.69
1947-08-21,48.93
1947-08-22,48.94
1947-08-25,48.09
1947-08-26,48.04
1947-08-27,48.28
1947-08-28,48.19
1947-08-29,48.77
1947-09-02,49.32
1947-09-03,49.31
1947-09-04,48.18
1947-09-05,47.88
1947-09-08,47.14
1947-09-09,47.95
1947-09-10,48.18
1947-09-11,48.01
1947-09-12,47.51
1947-09-15,47.69
1947-09-16,48.21
1947-09-17,48.84
1947-09-18,48.68
1947-09-19,48.32
1947-09-22,48.25
1947-09-23,47.54
1947-09-24,47.95
1947-09-25,47.54
1947-09-26,47.43
1947-09-29,47.72
1947-09-30,48.43
1947-10-01,48.59
1947-10-02,48.51
1947-10-03,49.11
1947-10-04,49.39
1947-10-06,48.99
1947-10-07,48.94
1947-10-08,48.68
1947-10-09,48.72
1947-10-10,48.67
1947-10-11,48.67
1947-10-14,49.75
1947-10-15,49.71
1947-10-16,49.51
1947-10-17,50.20
1947-10-18,50.28
1947-10-20,51.19
1947-10-21,50.88
1947-10-22,50.55
1947-10-23,50.53
1947-10-24,49.46
1947-10-25,49.66
1947-10-27,49.37
1947-10-28,49.51
1947-10-29,49.20
1947-10-30,48.51
1947-10-31,48.74
1947-11-01,48.66
1947-11-03,48.58
1947-11-05,48.29
1947-11-06,48.02
1947-11-07,47.55
1947-11-08,47.59
1947-11-10,47.59
1947-11-12,47.19
1947-11-13,46.56
1947-11-14,46.79
1947-11-15,46.86
1947-11-17,47.08
1947-11-18,47.78
1947-11-19,48.04
1947-11-20,48.76
1947-11-21,48.72
1947-11-22,48.66
1947-11-24,48.09
1947-11-25,48.25
1947-11-26,47.95
1947-11-28,47.29
1947-11-29,47.12
1947-12-01,47.65
1947-12-02,47.84
1947-12-03,47.49
1947-12-04,46.94
1947-12-05,46.28
1947-12-06,46.28
1947-12-08,46.88
1947-12-09,47.39
1947-12-10,47.81
1947-12-11,47.65
1947-12-12,48.19
1947-12-13,49.02
1947-12-15,49.51
1947-12-16,49.32
1947-12-17,50.50
1947-12-18,50.24
1947-12-19,50.58
1947-12-20,51.70
1947-12-22,51.39
1947-12-23,52.48
1947-12-24,52.45
1947-12-26,51.62
1947-12-27,51.47
1947-12-29,51.01
1947-12-30,51.69
1947-12-31,52.48
1948-01-02,53.85
1948-01-05,52.72
1948-01-06,52.39
1948-01-07,52.69
1948-01-08,53.27
1948-01-09,52.85
1948-01-10,52.87
1948-01-12,52.44
1948-01-13,51.52
1948-01-14,51.38
1948-01-15,51.10
1948-01-16,51.41
1948-01-17,51.02
1948-01-19,50.09
1948-01-20,50.22
1948-01-21,49.73
1948-01-22,50.00
1948-01-23,49.94
1948-01-24,49.96
1948-01-26,50.02
1948-01-27,50.62
1948-01-28,50.99
1948-01-29,51.68
1948-01-30,51.65
1948-01-31,51.66
1948-02-02,51.54
1948-02-03,51.20
1948-02-04,49.87
1948-02-05,49.35
1948-02-06,49.51
1948-02-07,50.05
1948-02-09,50.13
1948-02-10,48.13
1948-02-11,48.35
1948-02-13,48.35
1948-02-14,48.36
1948-02-16,49.11
1948-02-17,49.02
1948-02-18,48.80
1948-02-19,48.68
1948-02-20,48.40
1948-02-21,48.52
1948-02-24,48.91
1948-02-25,48.96
1948-02-26,48.75
1948-02-27,48.83
1948-02-28,49.27
1948-03-01,49.81
1948-03-02,50.03
1948-03-03,50.17
1948-03-04,49.46
1948-03-05,49.53
1948-03-06,49.68
1948-03-08,49.48
1948-03-09,49.00
1948-03-10,49.54
1948-03-11,49.58
1948-03-12,49.90
1948-03-13,50.23
1948-03-15,50.11
1948-03-16,48.90
1948-03-17,49.46
1948-03-18,49.56
1948-03-19,50.40
1948-03-20,51.78
1948-03-22,51.76
1948-03-23,51.89
1948-03-24,52.06
1948-03-25,52.79
1948-03-27,52.51
1948-03-29,52.42
1948-03-30,52.87
1948-03-31,53.73
1948-04-01,53.76
1948-04-02,53.78
1948-04-03,53.93
1948-04-05,54.12
1948-04-06,54.52
1948-04-07,54.75
1948-04-08,54.90
1948-04-09,55.30
1948-04-10,55.27
1948-04-12,55.03
1948-04-13,54.98
1948-04-14,54.76
1948-04-15,55.59
1948-04-16,55.86
1948-04-17,55.75
1948-04-19,56.46
1948-04-20,56.21
1948-04-21,57.03
1948-04-22,57.64
1948-04-23,58.47
1948-04-24,58.57
1948-04-26,57.49
1948-04-27,57.92
1948-04-28,58.21
1948-04-29,58.34
1948-04-30,58.15
1948-05-01,58.05
1948-05-03,59.08
1948-05-04,59.07
1948-05-05,57.97
1948-05-06,58.95
1948-05-07,58.88
1948-05-08,58.73
1948-05-10,58.96
1948-05-11,59.12
1948-05-12,59.45
1948-05-13,59.91
1948-05-14,62.24
1948-05-15,62.18
1948-05-17,62.27
1948-05-18,61.25
1948-05-19,61.31
1948-05-20,61.29
1948-05-21,61.48
1948-05-22,61.65
1948-05-24,61.61
1948-05-25,61.04
1948-05-26,61.48
1948-05-27,60.87
1948-05-28,60.81
1948-06-01,60.88
1948-06-02,60.92
1948-06-03,60.36
1948-06-04,59.75
1948-06-07,59.51
1948-06-08,60.99
1948-06-09,61.25
1948-06-10,61.85
1948-06-11,61.64
1948-06-14,61.34
1948-06-15,61.19
1948-06-16,60.91
1948-06-17,61.38
1948-06-18,61.27
1948-06-21,60.56
1948-06-22,61.76
1948-06-23,62.72
1948-06-24,62.90
1948-06-25,62.82
1948-06-28,61.54
1948-06-29,61.80
1948-06-30,62.76
1948-07-01,62.52
1948-07-02,63.94
1948-07-06,63.89
1948-07-07,63.70
1948-07-08,64.04
1948-07-09,64.76
1948-07-12,64.82
1948-07-13,64.67
1948-07-14,64.95
1948-07-15,63.15
1948-07-16,62.06
1948-07-19,59.48
1948-07-20,60.40
1948-07-21,60.25
1948-07-22,60.96
1948-07-23,61.15
1948-07-26,60.50
1948-07-27,61.33
1948-07-28,61.45
1948-07-29,60.89
1948-07-30,60.15
1948-08-02,59.83
1948-08-03,60.28
1948-08-04,61.44
1948-08-05,61.19
1948-08-06,61.44
1948-08-09,60.45
1948-08-10,59.68
1948-08-11,59.06
1948-08-12,59.16
1948-08-13,58.79
1948-08-16,58.66
1948-08-17,59.54
1948-08-18,59.37
1948-08-19,59.60
1948-08-20,60.72
1948-08-23,60.10
1948-08-24,60.90
1948-08-25,61.00
1948-08-26,60.75
1948-08-27,61.44
1948-08-30,61.34
1948-08-31,61.53
1948-09-01,62.67
1948-09-02,62.90
1948-09-03,62.77
1948-09-07,63.12
1948-09-08,61.59
1948-09-09,60.37
1948-09-10,60.28
1948-09-13,59.72
1948-09-14,60.40
1948-09-15,60.43
1948-09-16,60.96
1948-09-17,60.28
1948-09-20,58.89
1948-09-21,59.20
1948-09-22,59.78
1948-09-23,59.47
1948-09-24,59.48
1948-09-27,57.45
1948-09-28,58.17
1948-09-29,58.55
1948-09-30,58.33
1948-10-01,58.94
1948-10-02,59.20
1948-10-04,59.77
1948-10-05,59.45
1948-10-06,59.91
1948-10-07,60.39
1948-10-08,59.90
1948-10-09,59.98
1948-10-11,59.57
1948-10-13,60.46
1948-10-14,60.42
1948-10-15,60.23
1948-10-16,60.17
1948-10-18,60.39
1948-10-19,60.67
1948-10-20,61.09
1948-10-21,61.26
1948-10-22,62.11
1948-10-23,62.24
1948-10-25,61.73
1948-10-26,62.00
1948-10-27,61.84
1948-10-28,61.23
1948-10-29,61.29
1948-10-30,61.34
1948-11-01,61.97
1948-11-03,58.52
1948-11-04,59.30
1948-11-05,56.22
1948-11-06,56.59
1948-11-08,56.56
1948-11-09,53.83
1948-11-10,53.64
1948-11-12,53.90
1948-11-13,53.72
1948-11-15,54.34
1948-11-16,54.85
1948-11-17,54.46
1948-11-18,54.39
1948-11-19,54.93
1948-11-20,55.15
1948-11-22,54.48
1948-11-23,54.45
1948-11-24,53.10
1948-11-26,53.08
1948-11-27,53.06
1948-11-29,52.47
1948-11-30,51.91
1948-12-01,53.38
1948-12-02,53.19
1948-12-03,53.38
1948-12-04,53.76
1948-12-06,53.78
1948-12-07,53.68
1948-12-08,53.50
1948-12-09,53.24
1948-12-10,53.55
1948-12-11,53.92
1948-12-13,54.00
1948-12-14,53.55
1948-12-15,53.31
1948-12-16,53.06
1948-12-17,52.97
1948-12-18,52.89
1948-12-20,52.75
1948-12-21,52.60
1948-12-22,52.72
1948-12-23,53.12
1948-12-24,53.53
1948-12-27,53.18
1948-12-28,52.67
1948-12-29,53.37
1948-12-30,53.12
1948-12-31,52.86
1949-01-03,51.87
1949-01-04,52.22
1949-01-05,52.56
1949-01-06,53.62
1949-01-07,54.29
1949-01-08,54.12
1949-01-10,53.54
1949-01-11,53.37
1949-01-12,53.35
1949-01-13,52.90
1949-01-14,52.39
1949-01-15,52.75
1949-01-17,53.13
1949-01-18,53.09
1949-01-19,53.63
1949-01-20,53.99
1949-01-21,53.91
1949-01-22,53.95
1949-01-24,53.58
1949-01-25,53.18
1949-01-26,52.88
1949-01-27,52.91
1949-01-28,52.63
1949-01-29,52.69
1949-01-31,52.57
1949-02-01,52.71
1949-02-02,52.85
1949-02-03,52.62
1949-02-04,51.86
1949-02-05,50.47
1949-02-07,49.59
1949-02-08,49.90
1949-02-09,50.08
1949-02-10,48.94
1949-02-11,48.70
1949-02-14,48.82
1949-02-15,49.08
1949-02-16,49.41
1949-02-17,49.59
1949-02-18,49.21
1949-02-19,48.99
1949-02-21,48.67
1949-02-23,47.37
1949-02-24,46.34
1949-02-25,46.34
1949-02-26,46.95
1949-02-28,47.71
1949-03-01,47.98
1949-03-02,47.85
1949-03-03,47.55
1949-03-04,47.50
1949-03-05,48.05
1949-03-07,48.55
1949-03-08,48.24
1949-03-09,47.90
1949-03-10,47.84
1949-03-11,49.13
1949-03-12,49.28
1949-03-14,48.90
1949-03-15,48.46
1949-03-16,48.17
1949-03-17,48.31
1949-03-18,48.04
1949-03-19,47.76
1949-03-21,47.54
1949-03-22,46.92
1949-03-23,47.80
1949-03-24,48.15
1949-03-25,47.78
1949-03-26,47.88
1949-03-28,47.81
1949-03-29,49.00
1949-03-30,49.60
1949-03-31,49.02
1949-04-01,48.56
1949-04-02,48.72
1949-04-04,48.69
1949-04-05,48.80
1949-04-06,48.54
1949-04-07,48.49
1949-04-08,49.44
1949-04-09,49.56
1949-04-11,49.20
1949-04-12,49.16
1949-04-13,49.03
1949-04-14,48.84
1949-04-16,48.90
1949-04-18,48.46
1949-04-19,48.17
1949-04-20,48.24
1949-04-21,47.33
1949-04-22,47.15
1949-04-23,47.45
1949-04-25,47.31
1949-04-26,47.58
1949-04-27,47.61
1949-04-28,47.27
1949-04-29,47.07
1949-04-30,47.27
1949-05-02,47.13
1949-05-03,47.10
1949-05-04,47.72
1949-05-05,47.52
1949-05-06,47.38
1949-05-07,47.43
1949-05-09,47.25
1949-05-10,47.11
1949-05-11,47.17
1949-05-12,47.35
1949-05-13,47.58
1949-05-14,48.13
1949-05-16,48.10
1949-05-17,47.87
1949-05-18,48.02
1949-05-19,47.35
1949-05-20,46.96
1949-05-21,47.10
1949-05-23,46.64
1949-05-24,46.35
1949-05-25,46.76
1949-05-26,46.67
1949-05-27,46.32
1949-05-31,44.49
1949-06-01,44.60
1949-06-02,44.39
1949-06-03,43.76
1949-06-06,42.58
1949-06-07,42.86
1949-06-08,43.43
1949-06-09,43.40
1949-06-10,42.70
1949-06-13,41.03
1949-06-14,41.41
1949-06-15,42.43
1949-06-16,42.11
1949-06-17,42.22
1949-06-20,43.28
1949-06-21,43.27
1949-06-22,42.90
1949-06-23,43.26
1949-06-24,43.25
1949-06-27,43.23
1949-06-28,42.45
1949-06-29,42.45
1949-06-30,42.57
1949-07-01,43.23
1949-07-05,43.29
1949-07-06,43.71
1949-07-07,43.42
1949-07-08,43.19
