DATE,VALUE
1896-10-26,51.72
1896-10-27,51.22
1896-10-28,50.80
1896-10-29,49.59
1896-10-30,51.42
1896-10-31,51.98
1896-11-02,53.12
1896-11-04,54.58
1896-11-05,53.72
1896-11-06,55.07
1896-11-07,55.94
1896-11-09,56.52
1896-11-10,56.68
1896-11-11,56.10
1896-11-12,56.38
1896-11-13,55.67
1896-11-14,55.75
1896-11-16,55.09
1896-11-17,54.99
1896-11-18,55.03
1896-11-19,55.04
1896-11-20,54.62
1896-11-21,54.23
1896-11-23,54.21
1896-11-24,54.35
1896-11-25,54.03
1896-11-27,53.76
1896-11-28,53.50
1896-11-30,52.76
1896-12-01,53.64
1896-12-02,53.83
1896-12-03,54.23
1896-12-04,54.35
1896-12-05,54.13
1896-12-07,53.70
1896-12-08,53.74
1896-12-09,53.62
1896-12-10,53.28
1896-12-11,53.30
1896-12-12,53.24
1896-12-14,52.24
1896-12-15,51.95
1896-12-16,52.32
1896-12-17,52.75
1896-12-18,49.98
1896-12-19,50.68
1896-12-21,51.57
1896-12-22,50.78
1896-12-23,50.84
1896-12-24,51.19
1896-12-28,51.00
1896-12-29,51.61
1896-12-30,51.51
1896-12-31,51.33
1897-01-02,51.71
1897-01-04,51.24
1897-01-05,51.77
1897-01-06,51.85
1897-01-07,52.16
1897-01-08,51.94
1897-01-09,52.07
1897-01-11,51.67
1897-01-12,52.13
1897-01-13,52.08
1897-01-14,52.39
1897-01-15,52.99
1897-01-16,53.72
1897-01-18,53.57
1897-01-19,53.91
1897-01-20,53.46
1897-01-21,53.01
1897-01-22,52.80
1897-01-23,52.48
1897-01-25,52.22
1897-01-26,52.81
1897-01-27,52.67
1897-01-28,52.63
1897-01-29,52.77
1897-01-30,53.57
1897-02-01,53.46
1897-02-02,53.09
1897-02-03,53.22
1897-02-04,52.92
1897-02-05,52.81
1897-02-06,52.77
1897-02-08,52.53
1897-02-09,52.61
1897-02-10,52.66
1897-02-11,52.40
1897-02-13,52.06
1897-02-15,51.93
1897-02-16,52.62
1897-02-17,52.38
1897-02-18,52.06
1897-02-19,52.13
1897-02-20,52.25
1897-02-23,52.38
1897-02-24,52.18
1897-02-25,51.97
1897-02-26,52.83
1897-02-27,53.18
1897-03-01,53.15
1897-03-02,53.40
1897-03-03,54.07
1897-03-04,53.32
1897-03-05,53.38
1897-03-06,53.19
1897-03-08,53.36
1897-03-09,53.07
1897-03-10,53.11
1897-03-11,53.51
1897-03-12,53.82
1897-03-13,53.96
1897-03-15,54.00
1897-03-16,54.21
1897-03-17,53.99
1897-03-18,53.95
1897-03-19,53.44
1897-03-20,53.40
1897-03-22,53.16
1897-03-23,52.25
1897-03-24,51.88
1897-03-25,51.40
1897-03-26,51.21
1897-03-27,50.58
1897-03-29,49.75
1897-03-30,50.58
1897-03-31,49.77
1897-04-01,50.21
1897-04-02,50.58
1897-04-03,50.46
1897-04-05,49.87
1897-04-06,50.10
1897-04-07,50.12
1897-04-08,50.71
1897-04-09,50.34
1897-04-10,50.15
1897-04-12,49.78
1897-04-13,50.52
1897-04-14,50.18
1897-04-15,49.62
1897-04-17,49.28
1897-04-19,48.12
1897-04-20,49.15
1897-04-21,49.81
1897-04-22,49.59
1897-04-23,49.64
1897-04-24,49.38
1897-04-26,50.10
1897-04-28,49.78
1897-04-29,49.62
1897-04-30,49.21
1897-05-01,49.05
1897-05-03,49.44
1897-05-04,49.95
1897-05-05,49.35
1897-05-06,49.79
1897-05-07,49.75
1897-05-08,49.78
1897-05-10,50.07
1897-05-11,50.16
1897-05-12,50.20
1897-05-13,49.77
1897-05-14,49.49
1897-05-15,49.22
1897-05-17,49.51
1897-05-18,49.96
1897-05-19,49.80
1897-05-20,49.35
1897-05-21,49.57
1897-05-22,49.60
1897-05-24,50.11
1897-05-25,50.08
1897-05-26,50.47
1897-05-27,50.46
1897-05-28,50.74
1897-05-29,50.79
1897-06-01,51.22
1897-06-02,51.55
1897-06-03,51.35
1897-06-04,51.86
1897-06-05,52.35
1897-06-07,52.46
1897-06-08,52.16
1897-06-09,52.39
1897-06-10,52.73
1897-06-11,53.06
1897-06-12,53.10
1897-06-14,53.64
1897-06-15,53.50
1897-06-16,53.17
1897-06-17,53.53
1897-06-18,53.60
1897-06-19,53.51
1897-06-21,53.58
1897-06-22,54.21
1897-06-23,54.57
1897-06-24,54.82
1897-06-25,54.61
1897-06-26,55.12
1897-06-28,55.58
1897-06-29,55.02
1897-06-30,54.61
1897-07-01,55.04
1897-07-02,55.01
1897-07-03,54.68
1897-07-06,54.30
1897-07-07,54.68
1897-07-08,54.33
1897-07-09,54.51
1897-07-10,54.50
1897-07-12,54.45
1897-07-13,54.83
1897-07-14,55.18
1897-07-15,55.02
1897-07-16,55.35
1897-07-17,55.55
1897-07-19,56.06
1897-07-20,55.92
1897-07-21,56.07
1897-07-22,56.78
1897-07-23,57.15
1897-07-24,57.28
1897-07-26,57.12
1897-07-27,57.15
1897-07-28,57.71
1897-07-29,57.89
1897-07-30,57.92
1897-07-31,58.05
1897-08-02,58.44
1897-08-03,59.21
1897-08-04,59.46
1897-08-05,59.73
1897-08-06,60.34
1897-08-07,61.40
1897-08-09,60.79
1897-08-10,61.26
1897-08-11,61.94
1897-08-12,62.08
1897-08-13,61.69
1897-08-14,62.16
1897-08-16,62.20
1897-08-17,61.53
1897-08-18,61.67
1897-08-19,61.53
1897-08-20,61.13
1897-08-21,61.20
1897-08-23,62.45
1897-08-24,62.35
1897-08-25,62.32
1897-08-26,62.68
1897-08-27,63.24
1897-08-28,63.71
1897-08-30,63.78
1897-08-31,63.81
1897-09-01,63.91
1897-09-02,64.33
1897-09-03,64.83
1897-09-04,65.04
1897-09-07,65.30
1897-09-08,65.32
1897-09-09,65.60
1897-09-10,66.17
1897-09-11,66.18
1897-09-13,65.88
1897-09-14,66.30
1897-09-15,66.83
1897-09-16,66.65
1897-09-17,67.23
1897-09-18,67.03
1897-09-20,66.10
1897-09-21,64.15
1897-09-22,65.51
1897-09-23,65.68
1897-09-24,64.31
1897-09-25,63.93
1897-09-27,64.61
1897-09-28,63.87
1897-09-29,63.38
1897-09-30,62.30
1897-10-01,62.70
1897-10-02,63.91
1897-10-04,63.94
1897-10-05,63.61
1897-10-06,63.00
1897-10-07,62.90
1897-10-08,63.13
1897-10-09,62.15
1897-10-11,62.06
1897-10-12,60.37
1897-10-13,61.23
1897-10-14,60.38
1897-10-15,60.30
1897-10-16,60.43
1897-10-18,61.41
1897-10-19,62.01
1897-10-20,62.38
1897-10-21,62.00
1897-10-22,61.83
1897-10-23,61.53
1897-10-25,60.11
1897-10-26,60.73
1897-10-27,60.13
1897-10-28,60.11
1897-10-29,60.71
1897-10-30,60.84
1897-11-01,60.94
1897-11-03,59.63
1897-11-04,59.20
1897-11-05,57.90
1897-11-06,58.14
1897-11-08,57.45
1897-11-09,58.55
1897-11-10,59.50
1897-11-11,58.57
1897-11-12,59.25
1897-11-13,59.59
1897-11-15,59.15
1897-11-16,59.56
1897-11-17,59.06
1897-11-18,59.25
1897-11-19,59.40
1897-11-20,59.15
1897-11-22,59.03
1897-11-23,59.30
1897-11-24,59.08
1897-11-26,59.42
1897-11-27,60.06
1897-11-29,59.61
1897-11-30,60.22
1897-12-01,61.11
1897-12-02,60.78
1897-12-03,60.88
1897-12-04,60.76
1897-12-06,60.96
1897-12-07,61.64
1897-12-08,61.96
1897-12-09,62.28
1897-12-10,61.68
1897-12-11,61.90
1897-12-13,62.50
1897-12-14,62.35
1897-12-15,62.26
1897-12-16,62.00
1897-12-17,61.68
1897-12-18,62.58
1897-12-20,62.33
1897-12-21,61.93
1897-12-22,62.04
1897-12-23,62.40
1897-12-24,62.75
1897-12-27,62.64
1897-12-28,62.49
1897-12-29,62.20
1897-12-30,62.23
1897-12-31,62.29
1898-01-03,61.86
1898-01-04,61.24
1898-01-05,62.15
1898-01-06,63.03
1898-01-07,63.53
1898-01-08,63.73
1898-01-10,63.51
1898-01-11,63.82
1898-01-12,64.00
1898-01-13,64.26
1898-01-14,63.74
1898-01-15,63.01
1898-01-17,63.78
1898-01-18,63.07
1898-01-19,63.58
1898-01-20,63.28
1898-01-21,62.98
1898-01-22,62.98
1898-01-24,62.38
1898-01-25,63.53
1898-01-26,64.65
1898-01-27,65.13
1898-01-28,65.18
1898-01-29,65.90
1898-01-31,66.17
1898-02-01,66.00
1898-02-02,65.76
1898-02-03,65.70
1898-02-04,66.15
1898-02-05,66.32
1898-02-07,66.08
1898-02-08,65.65
1898-02-09,65.64
1898-02-10,66.32
1898-02-11,65.94
1898-02-14,65.06
1898-02-15,65.86
1898-02-16,64.68
1898-02-17,65.11
1898-02-18,64.74
1898-02-19,64.10
1898-02-21,62.99
1898-02-23,62.03
1898-02-24,60.46
1898-02-25,61.18
1898-02-26,61.20
1898-02-28,61.93
1898-03-01,63.01
1898-03-02,62.05
1898-03-03,62.24
1898-03-04,61.51
1898-03-05,60.97
1898-03-07,59.56
1898-03-08,59.98
1898-03-09,60.09
1898-03-10,59.36
1898-03-11,58.46
1898-03-12,56.46
1898-03-14,58.51
1898-03-15,58.47
1898-03-16,59.75
1898-03-17,58.70
1898-03-18,58.99
1898-03-19,59.15
1898-03-21,58.80
1898-03-22,57.45
1898-03-23,57.27
1898-03-24,56.76
1898-03-25,56.08
1898-03-26,56.90
1898-03-28,59.99
1898-03-29,58.69
1898-03-30,60.61
1898-03-31,59.67
1898-04-01,57.90
1898-04-02,58.34
1898-04-04,59.16
1898-04-05,58.66
1898-04-06,59.49
1898-04-07,59.19
1898-04-08,58.91
1898-04-09,59.00
1898-04-11,59.62
1898-04-12,59.32
1898-04-13,57.94
1898-04-14,58.31
1898-04-15,58.38
1898-04-16,57.97
1898-04-18,58.00
1898-04-19,57.38
1898-04-20,57.46
1898-04-21,55.89
1898-04-22,56.63
1898-04-23,57.12
1898-04-25,56.35
1898-04-26,56.84
1898-04-27,56.89
1898-04-28,57.30
1898-04-29,58.26
1898-04-30,58.56
1898-05-02,60.61
1898-05-03,60.54
1898-05-05,62.27
1898-05-06,61.90
1898-05-07,63.22
1898-05-09,63.65
1898-05-10,63.13
1898-05-11,64.40
1898-05-12,63.73
1898-05-13,63.82
1898-05-14,63.48
1898-05-16,62.81
1898-05-17,63.52
1898-05-18,63.26
1898-05-19,63.76
1898-05-20,63.70
1898-05-21,63.95
1898-05-23,64.50
1898-05-24,65.71
1898-05-25,65.43
1898-05-26,65.49
1898-05-27,65.57
1898-05-28,65.73
1898-05-31,66.33
1898-06-01,66.53
1898-06-02,66.56
1898-06-03,65.97
1898-06-04,66.95
1898-06-06,67.23
1898-06-07,66.93
1898-06-08,66.52
1898-06-09,66.40
1898-06-10,66.90
1898-06-11,66.48
1898-06-13,66.10
1898-06-14,65.75
1898-06-15,65.13
1898-06-16,66.11
1898-06-17,65.85
1898-06-18,65.52
1898-06-20,65.87
1898-06-21,65.68
1898-06-22,65.56
1898-06-23,66.10
1898-06-24,66.18
1898-06-25,66.24
1898-06-27,65.98
1898-06-28,65.60
1898-06-29,65.21
1898-06-30,65.14
1898-07-01,65.47
1898-07-05,65.55
1898-07-06,65.31
1898-07-07,65.71
1898-07-08,65.93
1898-07-09,66.31
1898-07-11,66.46
1898-07-12,66.15
1898-07-13,65.34
1898-07-14,65.96
1898-07-15,64.93
1898-07-16,64.68
1898-07-18,64.61
1898-07-19,64.30
1898-07-20,64.73
1898-07-21,64.83
1898-07-22,64.78
1898-07-23,65.12
1898-07-25,65.12
1898-07-26,65.90
1898-07-27,65.71
1898-07-28,65.55
1898-07-29,65.73
1898-07-30,65.98
1898-08-01,66.00
1898-08-02,66.29
1898-08-03,66.60
1898-08-04,66.85
1898-08-05,67.35
1898-08-06,67.88
1898-08-08,68.19
1898-08-09,68.00
1898-08-10,68.60
1898-08-11,68.43
1898-08-12,67.89
1898-08-13,68.14
1898-08-15,68.81
1898-08-16,69.10
1898-08-17,69.51
1898-08-18,68.77
1898-08-19,69.61
1898-08-22,69.84
1898-08-23,69.60
1898-08-24,69.26
1898-08-25,69.64
1898-08-26,70.16
1898-08-27,69.95
1898-08-29,69.16
1898-08-30,69.30
1898-08-31,68.59
1898-09-01,68.59
1898-09-02,68.65
1898-09-06,68.78
1898-09-07,68.20
1898-09-08,67.98
1898-09-09,67.58
1898-09-10,67.73
1898-09-12,67.04
1898-09-13,66.50
1898-09-14,67.14
1898-09-15,67.83
1898-09-16,67.61
1898-09-17,68.06
1898-09-19,67.38
1898-09-20,67.03
1898-09-21,67.65
1898-09-22,67.03
1898-09-23,67.23
1898-09-24,67.19
1898-09-26,67.01
1898-09-27,66.52
1898-09-28,66.27
1898-09-29,66.60
1898-09-30,66.20
1898-10-01,65.95
1898-10-03,66.30
1898-10-04,66.80
1898-10-05,67.11
1898-10-06,66.91
1898-10-07,66.57
1898-10-08,66.60
1898-10-10,66.12
1898-10-11,65.98
1898-10-12,66.27
1898-10-13,66.76
1898-10-14,66.39
1898-10-15,66.25
1898-10-17,66.14
1898-10-18,66.11
1898-10-19,65.85
1898-10-20,66.01
1898-10-21,66.35
1898-10-22,66.47
1898-10-24,65.66
1898-10-25,66.29
1898-10-26,66.65
1898-10-27,67.01
1898-10-28,67.24
1898-10-29,66.68
1898-10-31,66.74
1898-11-01,66.58
1898-11-02,66.26
1898-11-03,66.71
1898-11-04,66.90
1898-11-05,67.05
1898-11-07,67.63
1898-11-09,67.83
1898-11-10,68.87
1898-11-11,68.86
1898-11-12,69.26
1898-11-14,69.60
1898-11-15,69.10
1898-11-16,69.78
1898-11-17,69.96
1898-11-18,69.60
1898-11-19,69.83
1898-11-21,70.10
1898-11-22,70.66
1898-11-23,70.94
1898-11-25,70.83
1898-11-26,71.08
1898-11-28,71.59
1898-11-29,71.20
1898-11-30,71.20
1898-12-01,71.59
1898-12-02,71.42
1898-12-03,71.53
1898-12-05,71.21
1898-12-06,71.80
1898-12-07,71.97
1898-12-08,72.05
1898-12-09,72.70
1898-12-10,73.16
1898-12-12,73.85
1898-12-13,73.70
1898-12-14,73.96
1898-12-15,74.15
1898-12-16,73.78
1898-12-17,73.46
1898-12-19,73.40
1898-12-20,73.73
1898-12-21,73.85
1898-12-22,73.96
1898-12-23,74.01
1898-12-27,74.65
1898-12-28,74.13
1898-12-29,74.76
1898-12-30,74.99
1899-01-03,75.08
1899-01-04,74.96
1899-01-05,75.18
1899-01-06,74.70
1899-01-07,75.13
1899-01-09,75.64
1899-01-10,76.10
1899-01-11,76.55
1899-01-12,76.64
1899-01-13,77.43
1899-01-14,77.83
1899-01-16,77.46
1899-01-17,77.28
1899-01-18,77.98
1899-01-19,79.00
1899-01-20,79.70
1899-01-21,80.90
1899-01-23,81.31
1899-01-24,79.60
1899-01-25,81.96
1899-01-26,82.10
1899-01-27,82.23
1899-01-28,82.36
1899-01-30,82.01
1899-01-31,81.63
1899-02-01,82.01
1899-02-02,81.65
1899-02-03,82.00
1899-02-04,82.03
1899-02-06,82.08
1899-02-07,80.98
1899-02-08,81.31
1899-02-09,81.53
1899-02-10,81.94
1899-02-14,82.52
1899-02-15,82.46
1899-02-16,83.43
1899-02-17,84.12
1899-02-18,84.24
1899-02-20,84.92
1899-02-21,84.81
1899-02-23,84.25
1899-02-24,84.00
1899-02-25,83.56
1899-02-27,83.88
1899-02-28,82.90
1899-03-01,82.78
1899-03-02,81.60
1899-03-03,82.44
1899-03-04,82.46
1899-03-06,81.55
1899-03-07,81.91
1899-03-08,82.74
1899-03-09,82.78
1899-03-10,82.96
1899-03-11,82.85
1899-03-13,82.83
1899-03-14,82.41
1899-03-15,82.31
1899-03-16,83.07
1899-03-17,82.63
1899-03-18,82.60
1899-03-20,83.13
1899-03-21,83.11
1899-03-22,83.49
1899-03-23,83.61
1899-03-24,84.14
1899-03-25,84.87
1899-03-27,85.60
1899-03-28,86.41
1899-03-29,86.31
1899-03-30,86.26
1899-04-01,87.01
1899-04-03,87.04
1899-04-04,86.52
1899-04-05,86.66
1899-04-06,85.13
1899-04-07,84.56
1899-04-08,84.63
1899-04-10,84.63
1899-04-11,86.01
1899-04-12,86.01
1899-04-13,86.00
1899-04-14,86.11
1899-04-15,86.53
1899-04-17,85.89
1899-04-18,86.38
1899-04-19,86.27
1899-04-20,86.15
1899-04-21,86.23
1899-04-22,86.38
1899-04-24,85.66
1899-04-25,86.03
1899-04-26,86.16
1899-04-27,85.87
1899-04-28,85.68
1899-04-29,85.06
1899-05-01,83.18
1899-05-02,84.30
1899-05-03,84.01
1899-05-04,83.61
1899-05-05,82.27
1899-05-06,81.59
1899-05-08,80.38
1899-05-09,78.88
1899-05-10,80.88
1899-05-11,80.37
1899-05-12,80.53
1899-05-13,78.65
1899-05-15,79.06
1899-05-16,79.65
1899-05-17,80.79
1899-05-18,80.47
1899-05-19,80.21
1899-05-20,80.00
1899-05-22,79.28
1899-05-23,78.97
1899-05-24,78.52
1899-05-25,79.22
1899-05-26,79.16
1899-05-27,79.23
1899-05-31,77.51
1899-06-01,77.38
1899-06-02,79.00
1899-06-03,78.74
1899-06-05,78.45
1899-06-06,79.17
1899-06-07,79.97
1899-06-08,80.04
1899-06-09,81.13
1899-06-10,81.16
1899-06-12,81.26
1899-06-13,80.48
1899-06-14,80.25
1899-06-15,79.95
1899-06-16,80.02
1899-06-17,79.87
1899-06-19,79.50
1899-06-20,80.00
1899-06-21,79.83
1899-06-22,79.85
1899-06-23,80.39
1899-06-24,80.89
1899-06-26,80.54
1899-06-27,82.42
1899-06-28,82.92
1899-06-29,82.76
1899-06-30,83.27
1899-07-01,83.83
1899-07-05,83.96
1899-07-06,83.41
1899-07-07,84.05
1899-07-08,83.55
1899-07-10,82.38
1899-07-11,83.35
1899-07-12,83.88
1899-07-13,83.77
1899-07-14,83.05
1899-07-15,83.23
1899-07-17,82.85
1899-07-18,83.01
1899-07-19,82.62
1899-07-20,83.24
1899-07-21,83.66
1899-07-22,83.57
1899-07-24,83.70
1899-07-25,83.62
1899-07-26,83.39
1899-07-27,83.74
1899-07-28,84.37
1899-07-29,84.51
1899-07-31,84.83
1899-08-01,84.52
1899-08-02,84.35
1899-08-03,84.17
1899-08-04,83.90
1899-08-05,83.51
1899-08-07,83.56
1899-08-08,83.91
1899-08-09,83.98
1899-08-10,84.18
1899-08-11,83.95
1899-08-12,84.18
1899-08-14,84.21
1899-08-15,83.53
1899-08-16,83.66
1899-08-17,84.36
1899-08-18,84.63
1899-08-19,85.05
1899-08-21,84.72
1899-08-22,84.31
1899-08-23,84.79
1899-08-24,84.95
1899-08-25,84.81
1899-08-26,84.85
1899-08-28,85.06
1899-08-29,84.48
1899-08-30,84.96
1899-08-31,84.93
1899-09-01,84.73
1899-09-02,84.89
1899-09-05,85.55
1899-09-06,85.37
1899-09-07,84.49
1899-09-08,84.22
1899-09-09,84.26
1899-09-11,83.08
1899-09-12,82.63
1899-09-13,83.71
1899-09-14,82.90
1899-09-15,81.99
1899-09-16,81.07
1899-09-18,80.13
1899-09-19,80.67
1899-09-20,80.48
1899-09-21,81.40
1899-09-22,82.17
1899-09-23,81.69
1899-09-25,80.83
1899-09-26,80.48
1899-09-27,81.11
1899-09-28,80.93
1899-10-02,79.48
1899-10-03,79.38
1899-10-04,80.13
1899-10-05,80.15
1899-10-06,80.68
1899-10-07,80.76
1899-10-09,80.50
1899-10-10,81.05
1899-10-11,80.85
1899-10-12,80.18
1899-10-13,79.68
1899-10-14,79.75
1899-10-16,80.31
1899-10-17,80.75
1899-10-18,81.54
1899-10-19,81.10
1899-10-20,81.70
1899-10-21,81.80
1899-10-23,82.73
1899-10-24,82.38
1899-10-25,83.15
1899-10-26,83.03
1899-10-27,83.11
1899-10-28,83.66
1899-10-30,83.49
1899-10-31,83.38
1899-11-01,83.68
1899-11-02,84.49
1899-11-03,83.92
1899-11-04,83.53
1899-11-06,83.60
1899-11-08,83.25
1899-11-09,82.31
1899-11-10,81.75
1899-11-11,81.19
1899-11-13,82.37
1899-11-14,81.75
1899-11-15,82.16
1899-11-16,83.22
1899-11-17,82.73
1899-11-18,83.33
1899-11-20,82.55
1899-11-21,82.57
1899-11-22,82.81
1899-11-23,82.86
1899-11-24,83.02
1899-11-27,82.93
1899-11-28,83.13
1899-11-29,83.35
1899-12-01,82.93
1899-12-02,83.07
1899-12-04,82.15
1899-12-05,81.58
1899-12-06,81.85
1899-12-07,81.87
1899-12-08,80.68
1899-12-09,80.33
1899-12-11,79.89
1899-12-12,79.61
1899-12-13,77.70
1899-12-14,78.47
1899-12-15,79.23
1899-12-16,76.90
1899-12-18,73.60
1899-12-19,74.98
1899-12-20,74.57
1899-12-21,73.28
1899-12-22,72.48
1899-12-23,73.87
1899-12-26,74.65
1899-12-27,76.40
1899-12-28,76.63
1899-12-29,77.36
1899-12-30,77.73
1900-01-02,78.86
1900-01-03,77.43
1900-01-04,77.95
1900-01-05,77.94
1900-01-06,77.51
1900-01-08,77.06
1900-01-09,76.17
1900-01-10,76.42
1900-01-11,75.95
1900-01-12,77.10
1900-01-13,77.03
1900-01-15,76.50
1900-01-16,76.83
1900-01-17,77.06
1900-01-18,77.08
1900-01-19,77.89
1900-01-20,77.79
1900-01-22,78.00
1900-01-23,77.03
1900-01-24,77.41
1900-01-25,77.85
1900-01-26,77.13
1900-01-27,76.95
1900-01-29,76.96
1900-01-30,77.86
1900-01-31,78.08
1900-02-01,78.17
1900-02-02,78.84
1900-02-03,78.86
1900-02-05,79.83
1900-02-06,80.51
1900-02-07,80.11
1900-02-08,79.61
1900-02-09,79.28
1900-02-10,78.84
1900-02-13,79.60
1900-02-14,79.63
1900-02-15,79.58
1900-02-16,79.16
1900-02-17,78.72
1900-02-19,79.28
1900-02-20,79.22
1900-02-21,79.10
1900-02-23,78.60
1900-02-24,78.13
1900-02-26,78.23
1900-02-27,78.08
1900-02-28,78.78
1900-03-01,78.58
1900-03-02,77.86
1900-03-03,78.05
1900-03-05,78.11
1900-03-06,78.02
1900-03-07,77.97
1900-03-08,77.69
1900-03-09,77.70
1900-03-10,78.32
1900-03-12,79.05
1900-03-13,79.14
1900-03-14,78.69
1900-03-15,78.63
1900-03-16,78.48
1900-03-17,78.69
1900-03-19,78.82
1900-03-20,79.58
1900-03-21,80.03
1900-03-22,80.71
1900-03-23,80.17
1900-03-24,81.00
1900-03-26,81.50
1900-03-27,81.65
1900-03-28,82.20
1900-03-29,81.99
1900-03-30,82.08
1900-03-31,82.40
1900-04-02,82.19
1900-04-03,82.35
1900-04-04,82.65
1900-04-05,82.23
1900-04-06,82.30
1900-04-07,82.91
1900-04-09,82.59
1900-04-10,81.88
1900-04-11,81.96
1900-04-12,82.47
1900-04-16,81.45
1900-04-17,80.99
1900-04-18,80.97
1900-04-19,80.98
1900-04-20,81.58
1900-04-21,80.40
1900-04-23,80.08
1900-04-24,79.89
1900-04-25,80.02
1900-04-26,80.88
1900-04-27,80.38
1900-04-28,80.11
1900-04-30,79.51
1900-05-01,79.77
1900-05-02,79.17
1900-05-03,79.51
1900-05-04,79.68
1900-05-05,79.68
1900-05-07,79.21
1900-05-08,77.71
1900-05-09,77.55
1900-05-10,78.09
1900-05-11,76.95
1900-05-12,76.56
1900-05-14,76.91
1900-05-15,77.30
1900-05-16,78.13
1900-05-17,77.91
1900-05-18,78.63
1900-05-19,79.12
1900-05-21,78.15
1900-05-22,78.18
1900-05-23,78.30
1900-05-24,77.90
1900-05-25,77.77
1900-05-26,77.80
1900-05-28,77.70
1900-05-29,78.30
1900-05-31,79.15
1900-06-01,79.98
1900-06-02,79.71
1900-06-04,78.76
1900-06-05,78.65
1900-06-06,77.99
1900-06-07,78.03
1900-06-08,77.34
1900-06-09,77.12
1900-06-11,76.85
1900-06-12,77.06
1900-06-13,77.58
1900-06-14,76.98
1900-06-15,76.66
1900-06-16,75.36
1900-06-18,75.03
1900-06-19,74.87
1900-06-20,74.36
1900-06-21,74.61
1900-06-22,73.90
1900-06-23,72.99
1900-06-25,73.28
1900-06-26,73.89
1900-06-27,73.55
1900-06-28,74.60
1900-06-29,74.36
1900-06-30,74.49
1900-07-02,75.28
1900-07-03,75.23
1900-07-05,75.77
1900-07-06,75.14
1900-07-07,74.93
1900-07-09,74.96
1900-07-10,75.91
1900-07-11,76.50
1900-07-12,76.36
1900-07-13,75.47
1900-07-14,75.45
1900-07-16,75.60
1900-07-17,76.24
1900-07-18,75.95
1900-07-19,76.01
1900-07-20,76.51
1900-07-21,76.63
1900-07-23,77.55
1900-07-24,76.75
1900-07-25,76.61
1900-07-26,76.25
1900-07-27,76.65
1900-07-28,76.49
1900-07-30,75.75
1900-07-31,75.95
1900-08-01,76.33
1900-08-02,76.45
1900-08-03,76.76
1900-08-04,76.83
1900-08-06,76.66
1900-08-07,76.51
1900-08-08,76.41
1900-08-09,76.56
1900-08-10,76.77
1900-08-11,76.82
1900-08-13,77.43
1900-08-14,77.81
1900-08-15,78.06
1900-08-16,77.65
1900-08-17,77.74
1900-08-18,77.51
1900-08-20,77.31
1900-08-21,77.35
1900-08-22,77.48
1900-08-23,77.38
1900-08-24,77.21
1900-08-25,76.94
1900-08-27,76.80
1900-08-28,76.60
1900-08-29,77.18
1900-08-30,77.18
1900-08-31,77.13
1900-09-04,77.03
1900-09-05,77.33
1900-09-06,77.45
1900-09-07,77.34
1900-09-08,77.13
1900-09-10,77.38
1900-09-11,77.38
1900-09-12,77.48
1900-09-13,77.08
1900-09-14,76.45
1900-09-15,75.38
1900-09-17,75.65
1900-09-18,75.89
1900-09-19,75.00
1900-09-20,74.23
1900-09-21,74.45
1900-09-22,73.91
1900-09-24,73.77
1900-09-25,74.35
1900-09-26,74.42
1900-09-27,75.70
1900-09-28,74.83
1900-09-29,75.35
1900-10-01,76.00
1900-10-02,75.85
1900-10-03,76.84
1900-10-04,76.79
1900-10-05,77.00
1900-10-06,76.71
1900-10-08,76.11
1900-10-09,76.33
1900-10-10,76.16
1900-10-11,76.04
1900-10-12,76.68
1900-10-13,76.88
1900-10-15,78.25
1900-10-16,78.38
1900-10-17,78.31
1900-10-18,78.61
1900-10-19,79.32
1900-10-20,79.96
1900-10-22,80.21
1900-10-23,80.10
1900-10-24,80.40
1900-10-25,80.22
1900-10-26,80.50
1900-10-27,80.08
1900-10-29,79.46
1900-10-30,79.85
1900-10-31,79.55
1900-11-01,79.73
1900-11-02,79.71
1900-11-03,80.01
1900-11-05,81.16
1900-11-07,82.83
1900-11-08,83.64
1900-11-09,84.27
1900-11-10,84.34
1900-11-12,84.64
1900-11-13,84.10
1900-11-14,84.69
1900-11-15,85.53
1900-11-16,86.88
1900-11-17,87.35
1900-11-19,86.76
1900-11-20,87.80
1900-11-21,88.23
1900-11-22,88.42
1900-11-23,86.84
1900-11-24,87.39
1900-11-26,88.26
1900-11-27,88.28
1900-11-28,88.18
1900-11-30,88.88
1900-12-01,88.63
1900-12-03,88.59
1900-12-04,87.58
1900-12-05,87.87
1900-12-06,87.90
1900-12-07,87.26
1900-12-08,87.21
1900-12-10,87.63
1900-12-11,88.53
1900-12-12,88.65
1900-12-13,88.31
1900-12-14,89.40
1900-12-15,90.15
1900-12-17,90.78
1900-12-18,90.47
1900-12-19,91.10
1900-12-20,91.51
1900-12-21,92.38
1900-12-22,93.01
1900-12-26,93.72
1900-12-27,93.83
1900-12-28,94.02
1900-12-29,94.55
1900-12-31,94.99
1901-01-02,94.79
1901-01-03,92.66
1901-01-04,95.70
1901-01-05,95.50
1901-01-07,96.48
1901-01-08,96.45
1901-01-09,96.84
1901-01-10,96.24
1901-01-11,97.18
1901-01-12,97.85
1901-01-14,96.86
1901-01-15,96.45
1901-01-16,96.03
1901-01-17,95.52
1901-01-18,94.65
1901-01-19,93.56
1901-01-21,94.16
1901-01-22,94.90
1901-01-23,95.00
1901-01-24,93.90
1901-01-25,94.83
